,Crush,White,Raw,Other,Total sugar,Sugar/Crush,Raw/Sugar
12/14/2015,587904.87,9253.3,43242.375,540.3,53035.975,90.21183138,0.815340436
12/15/2015,614963.925,8628.615,43242.799,657.65,52529.064,85.4181227,0.823216629
12/16/2015,702609.9,11176.65,43224.082,1885.8216,56286.5536,80.11067535,0.767929092
12/17/2015,727292.795,13643.28,46932.947,2133.7561,58389.0131,80.28267776,0.803797573
12/18/2015,771841.76,13372.7,49168.682,1582.4261,68444.7781,88.67721552,0.718370099
12/19/2015,801478.265,13562.85,52477.589,1747.9298,67788.3688,84.57917296,0.774138542
12/20/2015,839221.495,12638.17,53900.81,1718.5392,68257.5192,81.33433141,0.789668459
12/21/2015,825382.415,14773.19,59412.952,1075.4933,75261.6353,91.1839578,0.789418829
12/22/2015,874940.815,14303.55,56682.772,816.7252,71803.0472,82.06617633,0.789420146
12/23/2015,888886.97,15471.39,60807.528,1184.0781,77462.9961,87.14605874,0.784988073
12/24/2015,878508.165,17151,59937.868,958.4339,78047.3019,88.84072455,0.767968482
12/25/2015,894579.87,17342.315,61668.576,794.1349,79805.0259,89.20950334,0.772740505
12/26/2015,1002706.79,19335.6,63200.432,783.6095,83319.6415,83.09472154,0.758529812
12/27/2015,995760.125,20829.4,68296.907,530.1518,89656.4588,90.03820955,0.761762264
12/28/2015,1016390.22,20401.615,68575.713,972.1116,89949.4396,88.49892279,0.762380659
12/29/2015,978660.845,22400.82,70071.315,860.0975,93332.2325,95.36728988,0.750772944
12/30/2015,870189.625,22041.812,65923.468,903.0908,88868.3708,102.1252934,0.741810246
12/31/2015,544989.76,18394.3,48833.613,595.9515,67823.8645,124.4497961,0.720006348
1/1/2016,278381.39,16453.325,22138.122,225.2467,38816.6937,139.4370999,0.570324772
1/2/2016,265001.345,16116.775,10044.107,532.5515,26693.4335,100.7294265,0.376276323
1/3/2016,458897.895,18292.295,15652.285,422.4403,34367.0203,74.890342,0.455444925
1/4/2016,857779.965,21561.415,35801.859,583.2996,57946.5736,67.55412339,0.617842554
1/5/2016,1033653.52,23873.115,66943.9,826.3181,91643.3331,88.65962465,0.730483034
1/6/2016,1072583.595,24832.94,75059.449,1619.9849,101512.3739,94.64285523,0.739411819
1/7/2016,1091843.5,26294.555,82094.62,1977.4414,110366.6164,101.0828167,0.743835615
1/8/2016,1090940.205,29370.98,78215.376,2270.027,109856.383,100.6988124,0.711978438
1/9/2016,1078353.975,30243.32,77670.294,1663.1642,109576.7782,101.6148507,0.708820749
1/10/2016,1066773.025,29936.99,75569.666,1657.0245,107163.6805,100.4559339,0.70517983
1/11/2016,1061889.325,27816.665,74429.655,1723.1773,103969.4973,97.90991853,0.715879724
1/12/2016,1079703.41,28378.9,77692.964,1571.3199,107643.1839,99.69699355,0.721763898
1/13/2016,1073238.98,31322.425,76461.421,1459.8422,109243.6882,101.7887817,0.699916144
1/14/2016,1085664.68,32464.615,75893.921,1250.3692,109608.9052,100.9601834,0.692406524
1/15/2016,1062864.42,33215.315,73566.063,1064.841,107846.219,101.4675221,0.682138546
1/16/2016,1081530.84,32500.2,75758.041,1206.2089,109464.4499,101.212509,0.692078945
1/17/2016,1060919.86,33613.33,72632.752,1501.0117,107747.0937,101.5600685,0.674104048
1/18/2016,1049081.125,34351.53,71929.676,1399.7367,107680.9427,102.6431037,0.667988914
1/19/2016,1067815.405,31993.095,74610.709,1246.9612,107850.7652,101.0013198,0.691795824
1/20/2016,1048967.045,31123.24,75451.146,1582.5558,108156.9418,103.1080455,0.697607983
1/21/2016,1005868.295,32357.585,71985.457,1115.2189,105458.2609,104.8430112,0.682596663
1/22/2016,1051665.63,32209.6,71037.476,1073.5664,104320.6424,99.19563731,0.680953207
1/23/2016,1061196.24,31167.43,72762.98,1055.6667,104986.0767,98.93182122,0.693072665
1/24/2016,1016615.005,31145.2,71352.153,1230.345,103727.698,102.0324287,0.687879461
1/25/2016,1026970.95,30509.06,70070.755,1206.5306,101786.3456,99.11316927,0.688410165
1/26/2016,934010.005,31863.185,70492.828,1423.6221,103779.6351,111.1119094,0.679254923
1/27/2016,824361.61,27609.81,63654.56,1167.9485,92432.3185,112.1259377,0.688661293
1/28/2016,823029.81,26563.57,61063.787,538.5588,88165.9158,107.1235996,0.692600836
1/29/2016,923827.02,26906.62,62978.208,806.1378,90690.9658,98.16877385,0.694426478
1/30/2016,987954.305,26061,67683.905,1118.3609,94863.2659,96.01989224,0.713489087
1/31/2016,1006222.615,26639.54,75027.857,1398.9253,103066.3223,102.4289464,0.72795706
2/1/2016,1036886.555,27783.35,75224.086,1449.0127,104456.4487,100.7404795,0.720147841
2/2/2016,1020697.135,29028.605,76319.751,1471.7063,106820.0623,104.6540238,0.714470197
2/3/2016,1040223.88,27924.46,76482.525,1799.5798,106206.5648,102.099718,0.72012992
2/4/2016,1086583.77,29522.05,80746.163,1764.9598,112033.1728,103.1058772,0.720734413
2/5/2016,1069102.235,30718.05,84096.037,1485.0059,116299.0929,108.7820127,0.723101401
2/6/2016,1035046.945,29808.1,80498.919,1836.5772,112143.5962,108.3463864,0.717820025
2/7/2016,931251.975,28378.78,79434.639,1791.8479,109605.2669,117.6966813,0.724733776
2/8/2016,823555.09,26676.5,68111.296,1533.9437,96321.7397,116.9584656,0.707122776
2/9/2016,884082.235,25998.17,67339.371,1043.6152,94381.1562,106.7560827,0.713483218
2/10/2016,1027397.595,28462.025,77379.178,826.0259,106667.2289,103.8227356,0.72542597
2/11/2016,1021874.365,28886.27,84495.106,869.9536,114251.3296,111.805652,0.739554684
2/12/2016,1050028.1,30018.33,82982.197,794.9632,113795.4902,108.373757,0.729222194
2/13/2016,1016097.555,29823.72,85410.427,1004.0567,116238.2037,114.3966966,0.734787912
2/14/2016,1041647.06,30228.055,83812.5,926.905,114967.46,110.370839,0.729010626
2/15/2016,1043936.95,31353.34,84186.325,1205.9755,116745.6405,111.83208,0.721108939
2/16/2016,1022057.98,29613.605,82574.72,1180.837,113369.162,110.9224371,0.728370207
2/17/2016,995633,31093.865,81704.319,1045.3506,113843.5346,114.3428699,0.717689584
2/18/2016,962500.485,30836.055,78136.427,1122.0813,110094.5633,114.3839042,0.709721031
2/19/2016,1011975.167,30399.34,82105.181,724.2151,113228.7361,111.8888485,0.725126711
2/20/2016,1035036.74,31973.01,82327.302,897.8829,115198.1949,111.2986529,0.714657917
2/21/2016,1018450.01,32145.915,81256.741,1074.2067,114476.8627,112.4030258,0.709809293
2/22/2016,1033068.54,30623.98,84608.487,1295.2469,116527.7139,112.79766,0.726080382
2/23/2016,1028481.25,31653.995,83432.766,1144.6116,116231.3726,113.0126316,0.717816233
2/24/2016,984262.695,31257.17,81182.317,1191.2623,113630.7493,115.4475831,0.714439687
2/25/2016,971448.34,30393.975,78700.665,1196.0601,110290.7001,113.5322338,0.713574807
2/26/2016,983161.42,30225.09,79525.417,1289.8464,111040.3534,112.9421386,0.716184833
2/27/2016,966103.99,32970.54,78133.904,1190.1835,112294.6275,116.2345137,0.695793786
2/28/2016,931671.79,31327.07,76726.292,1311.682,109365.044,117.385806,0.701561387
2/29/2016,907185.08,28140.9,78340.347,1210.6368,107691.8838,118.7099371,0.727448943
3/1/2016,855239.585,26752.71,74248.067,1216.7233,102217.5003,119.5191407,0.726373339
3/2/2016,867320.285,25908.31,71944.7,1441.1014,99294.1114,114.4837877,0.724561598
3/3/2016,902756.785,25704.845,76138.422,1178.4899,103021.7569,114.1190613,0.739051869
3/4/2016,860152.225,28075.925,70781.738,1512.8762,100370.5392,116.6892746,0.705204322
3/5/2016,809920.865,28944.183,66484.227,1167.0508,96595.4608,119.2653072,0.688274857
3/6/2016,819501.3,29822.305,64322.422,991.9519,95136.6789,116.0909432,0.676105396
3/7/2016,806565.805,31805.39,65384.03,1517.3442,98706.7642,122.379059,0.662406782
3/8/2016,745787.605,30361.79,59897.349,847.4953,91106.6343,122.1616365,0.657442232
3/9/2016,761267.87,30873.25,57501.752,1008.0557,89383.0577,117.4134115,0.643318247
3/10/2016,718327.24,30446.89,58713.872,533.5102,89694.2722,124.8654752,0.654600016
3/11/2016,671544.53,29739.43,51782.669,1305.5465,82827.6455,123.3390219,0.625185814
3/12/2016,635769.76,28913.82,48790.133,1419.2859,79123.2389,124.4526618,0.616634679
3/13/2016,621555.03,28532.75,43873.07,1491.6073,73897.4273,118.8912063,0.593702265
3/14/2016,576721.61,28706.24,40055.626,1599.0147,70360.8807,122.0014639,0.569288298
3/15/2016,549746.08,28038.725,38067.872,1687.7035,67794.3005,123.3192977,0.561520242
3/16/2016,481728.59,28316.275,32910.402,1561.8849,62788.5619,130.3401193,0.524146453
3/17/2016,441799.58,23277.475,33428.549,1052.6017,57758.6257,130.734904,0.578762888
3/18/2016,399692.92,22598.15,29791.831,728.4495,53118.4305,132.8981021,0.560856763
3/19/2016,367424.88,21461.45,27064.227,766.502,49292.179,134.1558008,0.549057225
3/20/2016,333537.86,19415.65,22998.358,387.6,42801.608,128.3260857,0.537324626
3/21/2016,316737.26,19033.55,20449.144,276.082,39758.776,125.5260464,0.51433032
3/22/2016,281620.53,17713.85,18302.228,513.682,36529.76,129.7127024,0.501022399
3/23/2016,262872.55,16395.65,16969.98,353.252,33718.882,128.270837,0.503278252
3/24/2016,216928.47,15885.45,16432.435,272.51,32590.395,150.2356745,0.50421098
3/25/2016,213850.78,15103.5,15792.257,208.65,31104.407,145.4491164,0.507717668
3/26/2016,175475.02,13934.7,11400.451,447.082,25782.233,146.9282237,0.442182452
3/27/2016,160691.07,13071.85,9575.896,346.99,22994.736,143.0990285,0.416438614
3/28/2016,129454.61,11155.8,7254.134,318.71,18728.644,144.6734419,0.387328308
3/29/2016,110002.59,10432.85,5604.192,302.04,16339.082,148.5336118,0.342993076
3/30/2016,81713.59,9331.125,6281.752,84.212,15697.089,192.0988785,0.400185792
3/31/2016,66264.2,9054.4,5739.452,0.204,14794.056,223.2586525,0.387956623
4/1/2016,43471.46,6499.205,2659.91,14,9173.115,211.0146519,0.289968021
4/2/2016,30363.2,4080.2,2125.679,2.4,6208.279,204.4672169,0.342394245
4/3/2016,15134.94,3176.5,3120.1,0,6296.6,416.030721,0.495521392
4/4/2016,16217.09,709.25,1908.07,6.1,2623.42,161.76885,0.727321588
4/5/2016,17893.68,673.1,1609.575,9.06,2291.735,128.0751081,0.702339058
4/6/2016,10764.88,568.2,1419.58,11.18,1998.96,185.6927342,0.710159283
4/7/2016,6325.36,430.7,857.15,0,1287.85,203.6010599,0.665566642
4/8/2016,0,223.2,472.97,0,696.17,,0.679388655
4/9/2016,0,307.75,183.75,0,491.5,,0.373855544
4/10/2016,0,517.9,519.38,0,1037.28,,0.500713404
4/11/2016,0,0,0,0,0,,
4/12/2016,0,0,0,0,0,,
4/13/2016,0,0,0,0,0,,
4/14/2016,0,0,0,0,0,,
4/15/2016,0,0,0,0,0,,
4/16/2016,0,0,0,0,0,,
4/17/2016,0,0,0,0,0,,
4/18/2016,0,0,0,0,0,,
4/19/2016,0,0,0,0,0,,
4/20/2016,0,0,0,0,0,,
4/21/2016,0,0,0,0,0,,
4/22/2016,0,0,0,0,0,,
4/23/2016,0,0,0,0,0,,
4/24/2016,0,0,0,0,0,,
4/25/2016,0,0,0,0,0,,
4/26/2016,0,0,0,0,0,,
4/27/2016,0,0,0,0,0,,
4/28/2016,0,0,0,0,0,,
4/29/2016,0,0,0,0,0,,
4/30/2016,0,0,0,0,0,,
5/1/2016,0,0,0,0,0,,
5/2/2016,0,0,0,0,0,,
5/3/2016,0,0,0,0,0,,
5/4/2016,0,0,0,0,0,,
5/5/2016,0,0,0,0,0,,
5/6/2016,0,0,0,0,0,,
5/7/2016,0,0,0,0,0,,
5/8/2016,0,0,0,0,0,,
5/9/2016,0,0,0,0,0,,
5/10/2016,0,0,0,0,0,,
5/11/2016,0,0,0,0,0,,
5/12/2016,0,0,0,0,0,,
5/13/2016,0,0,0,0,0,,
5/14/2016,0,0,0,0,0,,
5/15/2016,0,0,0,0,0,,
5/16/2016,0,0,0,0,0,,
5/17/2016,0,0,0,0,0,,
5/18/2016,0,0,0,0,0,,
5/19/2016,0,0,0,0,0,,
5/20/2016,0,0,0,0,0,,
5/21/2016,0,0,0,0,0,,
5/22/2016,0,0,0,0,0,,
5/23/2016,0,0,0,0,0,,
5/24/2016,0,0,0,0,0,,
5/25/2016,0,0,0,0,0,,
5/26/2016,0,0,0,0,0,,
5/27/2016,0,0,0,0,0,,
5/28/2016,0,0,0,0,0,,
5/29/2016,0,0,0,0,0,,
5/30/2016,0,0,0,0,0,,
5/31/2016,0,0,0,0,0,,
6/1/2016,0,0,0,0,0,,
6/2/2016,0,0,0,0,0,,
6/3/2016,0,0,0,0,0,,
6/4/2016,0,0,0,0,0,,
6/5/2016,0,0,0,0,0,,
6/6/2016,0,0,0,0,0,,
6/7/2016,0,0,0,0,0,,
6/8/2016,0,0,0,0,0,,
6/9/2016,0,0,0,0,0,,
6/10/2016,0,0,0,0,0,,
6/11/2016,0,0,0,0,0,,
6/12/2016,0,0,0,0,0,,
6/13/2016,0,0,0,0,0,,
6/14/2016,0,0,0,0,0,,
6/15/2016,0,0,0,0,0,,
6/16/2016,0,0,0,0,0,,
6/17/2016,0,0,0,0,0,,
6/18/2016,0,0,0,0,0,,
6/19/2016,0,0,0,0,0,,
6/20/2016,0,0,0,0,0,,
6/21/2016,0,0,0,0,0,,
6/22/2016,0,0,0,0,0,,
6/23/2016,0,0,0,0,0,,
6/24/2016,0,0,0,0,0,,
6/25/2016,0,0,0,0,0,,
6/26/2016,0,0,0,0,0,,
6/27/2016,0,0,0,0,0,,
6/28/2016,0,0,0,0,0,,
6/29/2016,0,0,0,0,0,,
6/30/2016,0,0,0,0,0,,
7/1/2016,0,0,0,0,0,,
7/2/2016,0,0,0,0,0,,
7/3/2016,0,0,0,0,0,,
7/4/2016,0,0,0,0,0,,
7/5/2016,0,0,0,0,0,,
7/6/2016,0,0,0,0,0,,
7/7/2016,0,0,0,0,0,,
7/8/2016,0,0,0,0,0,,
7/9/2016,0,0,0,0,0,,
7/10/2016,0,0,0,0,0,,
7/11/2016,0,0,0,0,0,,
7/12/2016,0,0,0,0,0,,
7/13/2016,0,0,0,0,0,,
7/14/2016,0,0,0,0,0,,
7/15/2016,0,0,0,0,0,,
7/16/2016,0,0,0,0,0,,
7/17/2016,0,0,0,0,0,,
7/18/2016,0,0,0,0,0,,
7/19/2016,0,0,0,0,0,,
7/20/2016,0,0,0,0,0,,
7/21/2016,0,0,0,0,0,,
7/22/2016,0,0,0,0,0,,
7/23/2016,0,0,0,0,0,,
7/24/2016,0,0,0,0,0,,
7/25/2016,0,0,0,0,0,,
7/26/2016,0,0,0,0,0,,
7/27/2016,0,0,0,0,0,,
7/28/2016,0,0,0,0,0,,
7/29/2016,0,0,0,0,0,,
7/30/2016,0,0,0,0,0,,
11/1/2016,0,0,0,0,0,,
11/2/2016,0,0,0,0,0,,
11/3/2016,0,0,0,0,0,,
11/4/2016,0,0,0,0,0,,
11/5/2016,0,0,0,0,0,,
11/6/2016,0,0,0,0,0,,
11/7/2016,0,0,0,0,0,,
11/8/2016,0,0,0,0,0,,
11/9/2016,0,0,0,0,0,,
11/10/2016,0,0,0,0,0,,
11/11/2016,0,0,0,0,0,,
11/12/2016,0,0,0,0,0,,
11/13/2016,0,0,0,0,0,,
11/14/2016,0,0,0,0,0,,
11/15/2016,0,0,0,0,0,,
11/16/2016,0,0,0,0,0,,
11/17/2016,0,0,0,0,0,,
11/18/2016,0,0,0,0,0,,
11/19/2016,0,0,0,0,0,,
11/20/2016,0,0,0,0,0,,
11/21/2016,0,0,0,0,0,,
11/22/2016,0,0,0,0,0,,
11/23/2016,0,0,0,0,0,,
11/24/2016,0,0,0,0,0,,
11/25/2016,0,0,0,0,0,,
11/26/2016,0,0,0,0,0,,
11/27/2016,0,0,0,0,0,,
11/28/2016,0,0,0,0,0,,
11/29/2016,0,0,0,0,0,,
11/30/2016,0,0,0,0,0,,
12/1/2016,0,0,0,0,0,,
12/2/2016,0,0,0,0,0,,
12/3/2016,0,0,0,0,0,,
12/4/2016,0,0,0,0,0,,
12/5/2016,0,0,0,0,0,,
12/6/2016,30486.82,0,105.23,0,105.23,3.451655502,1
12/7/2016,55334.63,0,1957.365,0,1957.365,35.37323734,1
12/8/2016,100929.065,0,4129.003,0,4129.003,40.90994997,1
12/9/2016,135330.81,0,5779.87,0,5779.87,42.70919534,1
12/10/2016,216250.58,0,10680.912,0,10680.912,49.39136811,1
12/11/2016,278336.15,90.95,14745.844,0,14836.794,53.30530727,0.993869969
12/12/2016,303034.11,869.5,18836.714,0,19706.214,65.02968923,0.955876862
12/13/2016,350889.855,1577.55,21199.012,0,22776.562,64.91085928,0.93073801
12/14/2016,378969.175,2269.95,26866.168,157.5,29293.618,77.29815492,0.917133828
12/15/2016,398508.595,2635.55,26143.379,256.5,29035.429,72.86023279,0.900395823
12/16/2016,478934.8,5268.85,26682.699,237,32188.549,67.20862422,0.828950041
12/17/2016,544797.4,6100.1,33334.13,147,39581.23,72.65311839,0.84217014
12/18/2016,561694.625,7634.83,38752.99,244.5,46632.32,83.02076952,0.831032854
12/19/2016,619512.935,9432.848,45365.661,235.5,55034.009,88.83431788,0.824320485
12/20/2016,657874.265,8877.57,42673.528,777.3173,52328.4153,79.54166637,0.815494369
12/21/2016,692472.386,11591.11,46806.16,541.6107,58938.8807,85.11369102,0.794147419
12/22/2016,738506.14,12281.09,53086.542,833.6785,66201.3105,89.64219377,0.801895636
12/23/2016,803051.95,13405.11,53791.24,889.0858,68085.4358,84.78335156,0.790055015
12/24/2016,782648.88,13515.26,58919.85,616.0373,73051.1473,93.33834005,0.806556121
12/25/2016,923695.429,14588.78,63853.72,876.6956,79319.1956,85.87159047,0.805022284
12/26/2016,897277.97,16972.15,62399.586,908.7421,80280.4781,89.47113468,0.777269736
12/27/2016,918998.68,18648.41,64641.893,1183.8827,84474.1857,91.91981179,0.765226589
12/28/2016,918821.94,18986.6,51363.637,1517.4692,85761.1362,93.3381458,0.598915071
12/29/2016,847874.115,20466.675,78189.395,1687.8291,86450.4691,101.961444,0.904441535
12/30/2016,595296.11,19902.5,52970.551,1135.042,74008.093,124.3214793,0.71573998
12/31/2016,144130.32,14908.525,28171.368,886.3114,43966.2044,305.0447983,0.640750512
1/1/2017,8143.63,10469.1,2560.699,256.3511,13286.1501,1631.477621,0.192734463
1/2/2017,27582.57,8811.385,-5849.1,228.1869,3190.4719,115.669856,-1.833302465
1/3/2017,83703.59,12671.85,-8906.309,634.8493,4400.3903,52.57110597,-2.0239816
1/4/2017,587718.745,16660.959,4690.035,722.0047,22072.9987,37.55707792,0.21247838
1/5/2017,1013770.21,21213.475,43709.77,1065.7795,65989.0245,65.09268456,0.662379393
1/6/2017,1078026.905,25706.605,65047.407,1291.0275,92045.0395,85.3828778,0.706691065
1/7/2017,1080746.84,29459.205,69794.593,2193.1097,101446.9077,93.86741089,0.68799133
1/8/2017,1094115.995,31780.125,74735.915,2763.1177,109279.1577,99.87895086,0.683899076
1/9/2017,1024932.1,31988.795,71153.644,2466.7529,105609.1919,103.0401837,0.673744801
1/10/2017,920504.595,31537.82,66667.535,2618.337,100823.692,109.5308948,0.661228861
1/11/2017,754527.71,31935.03,55215.7,1433.4441,88584.1741,117.4034736,0.623313369
1/12/2017,700828.3,30213.695,45830.196,1175.282,77219.173,110.1827266,0.593507988
1/13/2017,704270.38,30146.3,42824.895,1343.6849,74314.8799,105.5203825,0.576262722
1/14/2017,848590.865,29088.05,45936.706,1204.8746,76229.6306,89.83084045,0.602609584
1/15/2017,962979.12,30286.065,58587.343,1340.0985,90213.5065,93.68168492,0.649429839
1/16/2017,1030920.29,30625.86,66368.013,1227.1345,98221.0075,95.27507456,0.675700796
1/17/2017,1078868.705,30559.76,71463.886,1300.4848,103324.1308,95.77081096,0.691647589
1/18/2017,1095133.255,32100.86,76508.339,1340.8802,109950.0792,100.3988133,0.695846147
1/19/2017,1077000.195,32390.13,77576.77,1786.5243,111753.4243,103.7636064,0.694178013
1/20/2017,1064360.19,32472.125,78707.43,1516.1516,112695.7066,105.8811741,0.698406642
1/21/2017,1092682.955,34743.505,74992.275,1712.4572,111448.2372,101.9950359,0.67288884
1/22/2017,1112733.78,34977.6,80307.053,1594.9621,116879.6151,105.0382555,0.687092039
1/23/2017,1096666.12,34531.605,78870.79,1774.3308,115176.7258,105.0244224,0.684780623
1/24/2017,1108937.72,33356.19,83672.266,1766.93,118795.386,107.1253902,0.704339359
1/25/2017,1119538.88,34894.695,85323.401,1751.4604,121969.5564,108.9462444,0.699546703
1/26/2017,1088769.445,34711.76,84011.934,1946.8164,120670.5104,110.832014,0.69620932
1/27/2017,932454.69,32775.815,79619.768,2035.835,114431.418,122.7206203,0.695785907
1/28/2017,875195.445,30182.79,67934.675,1872.6335,99990.0985,114.248879,0.679414022
1/29/2017,972476.67,30820.905,70460.677,1818.9575,103100.5395,106.0185223,0.683417151
1/30/2017,1022341.18,31167.59,77587.872,2017.1071,110772.5691,108.3518607,0.700424957
1/31/2017,1013040.78,29658.97,78551.626,2007.1672,110217.7632,108.7989402,0.712694794
2/1/2017,1030453.985,30779.455,78916.471,1966.0741,111662.0001,108.361947,0.706744201
2/2/2017,1092794.84,30258.018,85681.278,1961.4414,118492.1264,108.4303495,0.723096805
2/3/2017,1086132.625,31404.052,88788.126,1908.2747,121509.0637,111.8731368,0.730711959
2/4/2017,1056968.86,34051.045,81774.547,1061.8651,116887.4571,110.587418,0.699600702
2/5/2017,1037363.705,31852.42,82880.55,1302.2273,116035.1973,111.8558484,0.714270772
2/6/2017,1029923.205,32376.575,82573.98,1267.9344,116218.4894,112.8418981,0.710506396
2/7/2017,1010697.14,30096.865,79948.865,1411.839,111457.569,110.2779107,0.717303147
2/8/2017,1042908.47,32010.605,81619.851,1321.4681,114951.9241,110.2224475,0.710034666
2/9/2017,1077760.76,33140.105,83901.391,1482.6171,118524.1131,109.972563,0.707884571
2/10/2017,1096960.17,34292.785,85776.33,1598.6225,121667.7375,110.9135416,0.705004726
2/11/2017,1112362.845,34842.62,90849.466,1809.3449,127501.4309,114.622159,0.712536835
2/12/2017,1093580.21,34248.585,88880.252,1502.9815,124631.8185,113.966783,0.713142543
2/13/2017,1103558.035,35026.325,88280.275,2042.0398,125348.6398,113.5859065,0.704277886
2/14/2017,1092792.02,33825.575,89498.155,1938.2902,125262.0202,114.6256725,0.714487559
2/15/2017,1107010.86,31753.13,96152.898,1814.9681,129720.9961,117.1813221,0.74122849
2/16/2017,1078082.655,32150.175,90861.54,1833.181,124844.896,115.8027127,0.727795392
2/17/2017,1047387.645,32042.155,89036.727,1886.6498,122965.5318,117.4021217,0.724078737
2/18/2017,1074671.66,32939.935,88258.822,2242.9957,123441.7527,114.8646208,0.714983545
2/19/2017,1088950.305,35043.685,89138.61,2376.5417,126558.8367,116.2209479,0.704325453
2/20/2017,1086281.63,35637.42,90065.611,2551.331,128254.362,118.0673211,0.702242088
2/21/2017,1064188.355,32728.1,93593.513,1826.375,128147.988,120.4185212,0.730354916
2/22/2017,1013900.51,33064.515,85736.328,1890.1926,120691.0356,119.0363694,0.710378593
2/23/2017,994938.21,32882.325,81364.436,1614.9232,115861.6842,116.4511354,0.702254905
2/24/2017,1026239.9,32885.295,84886.52,2093.7969,119865.6119,116.8007713,0.708180759
2/25/2017,1015104.72,33667.975,84821.543,2033.6783,120523.1963,118.7298157,0.703777742
2/26/2017,975810.17,32286.595,80860.25,1644.2164,114791.0614,117.6366725,0.704412426
2/27/2017,976952.6,31601.65,81625.245,1592.6521,114819.5471,117.5282681,0.710900252
2/28/2017,980187.65,32144.895,82622.031,1458.1141,116225.0401,118.5742751,0.710879781
3/1/2017,964506.315,28323.26,81025.544,1550.8301,110899.6341,114.9807237,0.730620481
3/2/2017,887836.17,27605.08,76785.638,1634.2472,106024.9652,119.4195154,0.724222242
3/3/2017,931887.155,29910.58,75923.402,1662.8307,107496.8127,115.3538946,0.706285146
3/4/2017,986013.46,30200.25,82370.229,2048.7047,114619.1837,116.2450497,0.718642607
3/5/2017,934370.31,30998.495,78446.283,1805.5954,111250.3734,119.0645424,0.705132761
3/6/2017,935345.87,31324.521,76925.613,1612.8665,109863.0005,117.4570862,0.700195813
3/7/2017,924941.82,31351.215,78370.797,1570.3937,111292.4057,120.3236823,0.704188183
3/8/2017,871223.105,30751.03,72143.039,2026.3516,104920.4206,120.4288775,0.687597692
3/9/2017,852703.825,30203.14,67920.71,1631.1067,99754.9567,116.9866415,0.68087554
3/10/2017,853406.64,31540.735,64944.935,1510.7161,97996.3861,114.8296504,0.662727857
3/11/2017,782165.7,32110.725,62112.921,1569.3939,95793.0399,122.4715427,0.648407453
3/12/2017,807984.33,31173.62,60011.248,1497.9639,92682.8319,114.7086997,0.647490444
3/13/2017,822007.32,31048.49,61608.159,1681.9605,94338.6095,114.7661428,0.653053499
3/14/2017,785671.56,32919.29,60067.667,1354.3722,94341.3292,120.0773122,0.636705752
3/15/2017,772961.66,32847.3,57060.732,1529.1541,91437.1861,118.2945945,0.624042957
3/16/2017,697456.53,31162.4,53207.452,1892.5879,86262.4399,123.6814571,0.616809031
3/17/2017,614016.79,30689.925,42739.066,2097.3991,75526.3901,123.0037864,0.565882547
3/18/2017,637304.51,29875.41,40875.401,1997.4336,72748.2446,114.1498977,0.56187474
3/19/2017,548719.58,27085.55,37140.566,2166.0046,66392.1206,120.9946264,0.559412257
3/20/2017,521478.82,27143.645,33238.934,2057.0241,62439.6031,119.7356454,0.532337368
3/21/2017,516070.73,26590.31,32169.169,1420.0681,60179.5471,116.611045,0.534553192
3/22/2017,509090.74,26144.745,31506.197,1419.7134,59070.6554,116.0316831,0.533364609
3/23/2017,511679.02,28071.78,28867.925,1521.4475,58461.1525,114.2535656,0.493796714
3/24/2017,489022.18,27639.04,28070.991,1444.9388,57154.9698,116.8760276,0.491138235
3/25/2017,430654.55,28313.895,24124.245,1282.3221,53720.4621,124.7414247,0.449069946
3/26/2017,382600.31,26984.695,18211.088,1362.6683,46558.4513,121.6895284,0.391144626
3/27/2017,335958.34,25411.8,16499.334,1309.4777,43220.6117,128.6487238,0.381746888
3/28/2017,284693.61,23998.035,7680.005,1206.8379,32884.8779,115.5097155,0.233542147
3/29/2017,324546.86,20743.94,11777.251,1355.3956,33876.5866,104.3811874,0.347651643
3/30/2017,325257.06,21425.055,12512.371,1177.2569,35114.6829,107.9597869,0.356328748
3/31/2017,280645.6,20365.38,10165.694,1288.9603,31820.0343,113.3815542,0.31947464
4/1/2017,253070.01,19363.085,10457.744,1136.495,30957.324,122.3271141,0.337811627
4/2/2017,218867.87,18365.865,10155.769,772.0258,29293.6598,133.8417548,0.346688296
4/3/2017,227212.36,17115.4,9858.442,747.9822,27721.8242,122.0084339,0.355620248
4/4/2017,211103.27,15818.895,8970.786,812.8528,25602.5338,121.2796647,0.350386648
4/5/2017,200218.27,14966.95,8595.695,769.3283,24331.9733,121.5272377,0.353267484
4/6/2017,166072.9,12578.495,9582.185,834.5937,22995.2737,138.4649374,0.416702368
4/7/2017,127518.02,10705.05,9442.335,28.504,20175.889,158.2199049,0.468000939
4/8/2017,92901.2,8086.85,6978.084,37.304,15102.238,162.5623566,0.462056286
4/9/2017,81212.85,11658.654,6202.2,11.3,17872.154,220.0655931,0.347031477
4/10/2017,57115.73,5734.5,5697.809,23.256,11455.565,200.567602,0.497383499
4/11/2017,32792.98,4455.46,2806.295,33.104,7294.859,222.4518479,0.384694893
4/12/2017,21490.38,3942.15,2454.285,2.304,6398.739,297.7489928,0.383557604
4/13/2017,10043.38,2497.585,1288.077,0,3785.662,376.931073,0.340251454
4/14/2017,9707.15,2769.4,165.405,0,2934.805,302.3343618,0.056359792
